date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,drop_this
2015/10/23,1166.151924,55.0,1062290.0,0.000119,785.0,0.0,1218.761506,
2015/10/24,355.908372,53.0,1070000.0,0.000123,639.0,0.0,1137.73929,
2015/10/25,1268.620325,47.0,1105300.0,0.000119,1356.0,0.0,1397.458534,
2015/10/26,890.01681,335.0,1071830.0,0.000114,550.0,0.0,10226.821531,
2015/10/27,734.939946,532.0,1021850.0,0.000117,483.0,0.0,15727.266858,
2015/10/28,694.18236,376.0,1054810.0,0.00012,833.0,0.0,10422.126794,
2015/10/29,647.41012,241.0,1080480.0,0.00014,1930.0,0.0,6273.381537,
2015/10/30,2143.474768,497.0,1241460.0,0.000158,3174.0,0.0,15413.58199,
2015/10/31,8090.31067,532.0,1419010.0,0.000145,530.0,0.0,15644.38994,
2015/11/01,252.54855,517.0,1226560.0,0.00015,950.0,0.0,15097.844642,
2015/11/02,706.581792,496.0,1348540.0,0.000162,419.0,0.0,13962.799148,
2015/11/03,381.623796,523.0,1463990.0,0.000172,3720.0,0.0,15033.0,
2015/11/04,4703.647131,548.0,1555110.0,0.000151,1613.0,0.0,17129.277825,
2015/11/05,647.71752,537.0,1353420.0,0.000151,1455.0,0.0,15084.142628,
2015/11/06,1288.139084,523.0,1357870.0,0.000142,217.0,0.0,15457.614426,
2015/11/07,1032.51858,523.0,1276320.0,0.000164,218.0,0.0,15122.043726,
2015/11/08,99.189552,540.0,1475970.0,0.000141,484.0,0.0,14618.871675,
2015/11/09,951.68188,526.0,1278300.0,0.000152,352.0,0.0,15222.0,
2015/11/10,450.450396,528.0,1337270.0,0.000132,398.0,0.0,15393.460829,
2015/11/11,607.732973,516.0,1188270.0,0.000127,686.0,0.0,15063.719799,
2015/11/12,600.935676,488.0,1139010.0,0.000132,708.0,0.0,14747.019361,
2015/11/13,1166.575616,499.0,1183480.0,0.000128,77.0,0.0,16064.514313,
2015/11/14,20.679384,474.0,1150090.0,0.000121,112.0,0.0,14154.0,
2015/11/15,470.258432,559.0,1144000.0,0.000112,2260.0,0.0,15145.26513,
2015/11/16,2812.245408,541.0,1007210.0,0.000129,1355.0,0.0,16377.07996,
2015/11/17,332.347511,534.0,1161680.0,9.7e-05,6187.0,0.0,15198.926988,
2015/11/18,1470.621678,520.0,902826.0,0.000109,3405.0,0.0,16305.950915,
2015/11/19,3740.697447,512.0,979074.0,0.000111,616.0,0.0,17180.127874,
2015/11/20,186.953189,345.0,999873.0,0.000113,69.0,0.0,6164.925485,
2015/11/21,472.307015,540.0,1020430.0,0.000103,778.0,0.0,7634.0,
2015/11/22,1133.4589,83.0,929880.0,0.0001,686.0,0.0,1563.121985,
2015/11/23,649.12386,150.0,898880.0,0.000106,92.0,0.0,1863.567562,
2015/11/24,86.7575,539.0,955314.0,0.0001,179.0,0.0,7428.413681,
2015/11/25,4.824684,531.0,897112.0,0.000108,772.0,0.0,7419.0,
2015/11/26,720.708792,523.0,973836.0,0.000111,696.0,0.0,7379.358323,
2015/11/27,524.091642,374.0,1003330.0,9.3e-05,1016.0,0.0,5381.294872,
2015/11/28,689.76587,545.0,833174.0,0.000107,946.0,0.0,8043.543061,
2015/11/29,394.916184,539.0,960336.0,0.000104,247.0,0.0,7878.733833,
2015/11/30,354.56311,528.0,933912.0,0.000106,224.0,0.0,7634.589556,
2015/12/01,779.591688,545.0,950715.0,0.000116,1860.0,0.0,7923.056114,
2015/12/02,1105.63359,326.0,1044380.0,0.000102,3449.0,0.0,5108.610294,
2015/12/03,2457.310284,136.0,922833.0,0.000108,1771.0,0.0,1863.424817,
2015/12/04,1287.613876,405.0,974880.0,0.000118,1096.0,0.0,6740.800853,
2015/12/05,524.700452,245.0,1058130.0,0.000118,165.0,0.0,3208.148639,
2015/12/06,1655.026048,551.0,1077410.0,0.000104,2133.0,0.0,7699.186497,
2015/12/07,1116.881388,553.0,930447.0,0.000126,792.0,0.0,8183.258118,
2015/12/08,258.084106,548.0,1137930.0,0.000133,1172.0,0.0,7603.770998,
2015/12/09,1112.004066,528.0,1205030.0,0.000137,676.0,0.0,7988.060224,
2015/12/10,1219.63874,590.0,1233710.0,0.000146,561.0,0.0,8204.583649,
2015/12/11,1800.025824,553.0,1311020.0,0.000146,258.0,0.0,8200.184314,
2015/12/12,922.71088,527.0,1320440.0,0.000127,718.0,0.0,7892.882301,
2015/12/13,120.17577,15.0,1399390.0,0.000143,2345.0,0.0,370.066291,
2015/12/14,5743.227972,299.0,1288610.0,0.000138,187.0,0.0,5395.30309,
2015/12/15,713.466684,497.0,1239320.0,0.000126,1109.0,0.0,7807.911613,
2015/12/16,816.085389,529.0,1131790.0,0.000183,7084.0,0.0,8141.770674,
2015/12/17,4390.75242,585.0,1790580.0,0.000243,33215.0,0.0,9226.355687,
2015/12/18,21469.476574,669.0,2188060.0,0.000182,12619.0,0.0,14191.998502,
2015/12/19,3419.547354,558.0,1639130.0,0.000162,4681.0,0.0,10445.689868,
2015/12/20,4054.858745,547.0,1461530.0,0.000155,3616.0,0.0,9621.571632,
2015/12/21,4285.970112,521.0,1398200.0,0.000192,6140.0,0.0,9219.168269,
2015/12/22,1829.92246,528.0,1729500.0,0.000194,3694.0,0.0,9265.291303,
2015/12/23,1160.640929,514.0,1742160.0,0.000203,4073.0,0.0,8296.837017,
2015/12/24,3236.690768,290.0,1824760.0,0.000178,3898.0,0.0,6110.081983,
2015/12/25,3729.462545,25.0,1635830.0,0.000185,3183.0,0.0,2272.127326,
2015/12/26,1004.183892,15.0,1665990.0,0.000162,1106.0,0.0,822.681009,
2015/12/27,440.96475,22.0,1454210.0,0.00015,3405.0,0.0,601.723968,
2015/12/28,1327.59088,48.0,1352370.0,0.00014,1392.0,0.0,2177.122388,
2015/12/29,1358.050617,14.0,1256480.0,0.000161,1042.0,0.0,759.333432,
2015/12/30,421.55312,284.0,1448130.0,0.00016,2870.0,0.0,4619.682719,
2015/12/31,332.996374,246.0,1439410.0,0.000151,1171.0,0.0,4216.0,
